thr,TN,FP,FN,TP,recall,spec,prec,npv,acc,bal,f1
0.585,179,52,44,103,0.7006802721088435,0.7748917748917749,0.6645161290322581,0.8026905829596412,0.746031746031746,0.7377860235003092,0.6821192052980133
0.59,180,51,45,102,0.6938775510204082,0.7792207792207793,0.6666666666666666,0.8,0.746031746031746,0.7365491651205938,0.68
0.595,181,50,48,99,0.673469387755102,0.7835497835497836,0.6644295302013423,0.7903930131004366,0.7407407407407407,0.7285095856524428,0.668918918918919
0.6,181,50,49,98,0.6666666666666666,0.7835497835497836,0.6621621621621622,0.7869565217391304,0.7380952380952381,0.725108225108225,0.6644067796610169
0.605,181,50,49,98,0.6666666666666666,0.7835497835497836,0.6621621621621622,0.7869565217391304,0.7380952380952381,0.725108225108225,0.6644067796610169
0.61,183,48,49,98,0.6666666666666666,0.7922077922077922,0.6712328767123288,0.7887931034482759,0.7433862433862434,0.7294372294372294,0.6689419795221843
0.615,184,47,49,98,0.6666666666666666,0.7965367965367965,0.6758620689655173,0.7896995708154506,0.746031746031746,0.7316017316017316,0.6712328767123288
0.62,184,47,49,98,0.6666666666666666,0.7965367965367965,0.6758620689655173,0.7896995708154506,0.746031746031746,0.7316017316017316,0.6712328767123288
0.625,184,47,49,98,0.6666666666666666,0.7965367965367965,0.6758620689655173,0.7896995708154506,0.746031746031746,0.7316017316017316,0.6712328767123288
0.63,186,45,49,98,0.6666666666666666,0.8051948051948052,0.6853146853146853,0.7914893617021277,0.7513227513227513,0.7359307359307359,0.6758620689655173
0.635,189,42,49,98,0.6666666666666666,0.8181818181818182,0.7,0.7941176470588235,0.7592592592592593,0.7424242424242424,0.6829268292682927
0.6399999999999999,189,42,50,97,0.6598639455782312,0.8181818181818182,0.697841726618705,0.7907949790794979,0.7566137566137566,0.7390228818800247,0.6783216783216783
0.6449999999999999,190,41,53,94,0.6394557823129252,0.8225108225108225,0.6962962962962963,0.7818930041152263,0.7513227513227513,0.7309833024118739,0.6666666666666666
0.6499999999999999,191,40,57,90,0.6122448979591837,0.8268398268398268,0.6923076923076923,0.7701612903225806,0.7433862433862434,0.7195423623995052,0.6498194945848376
0.6549999999999999,192,39,57,90,0.6122448979591837,0.8311688311688312,0.6976744186046512,0.7710843373493976,0.746031746031746,0.7217068645640075,0.6521739130434783
0.6599999999999999,193,38,57,90,0.6122448979591837,0.8354978354978355,0.703125,0.772,0.7486772486772487,0.7238713667285096,0.6545454545454545
0.6649999999999999,195,36,57,90,0.6122448979591837,0.8441558441558441,0.7142857142857143,0.7738095238095238,0.753968253968254,0.7282003710575139,0.6593406593406593
0.6699999999999999,195,36,57,90,0.6122448979591837,0.8441558441558441,0.7142857142857143,0.7738095238095238,0.753968253968254,0.7282003710575139,0.6593406593406593
0.6749999999999999,196,35,57,90,0.6122448979591837,0.8484848484848485,0.72,0.7747035573122529,0.7566137566137566,0.730364873222016,0.6617647058823529
0.6799999999999999,201,30,59,88,0.5986394557823129,0.8701298701298701,0.7457627118644068,0.7730769230769231,0.7645502645502645,0.7343846629560915,0.6641509433962264
0.6849999999999999,201,30,59,88,0.5986394557823129,0.8701298701298701,0.7457627118644068,0.7730769230769231,0.7645502645502645,0.7343846629560915,0.6641509433962264
0.69,202,29,59,88,0.5986394557823129,0.8744588744588745,0.7521367521367521,0.7739463601532567,0.7671957671957672,0.7365491651205938,0.6666666666666666
0.695,203,28,59,88,0.5986394557823129,0.8787878787878788,0.7586206896551724,0.7748091603053435,0.7698412698412699,0.7387136672850958,0.6692015209125475
0.7,204,27,60,87,0.5918367346938775,0.8831168831168831,0.7631578947368421,0.7727272727272727,0.7698412698412699,0.7374768089053803,0.6666666666666666
0.705,204,27,60,87,0.5918367346938775,0.8831168831168831,0.7631578947368421,0.7727272727272727,0.7698412698412699,0.7374768089053803,0.6666666666666666
0.71,205,26,61,86,0.5850340136054422,0.8874458874458875,0.7678571428571429,0.7706766917293233,0.7698412698412699,0.7362399505256648,0.6640926640926641
0.715,205,26,62,85,0.5782312925170068,0.8874458874458875,0.7657657657657657,0.7677902621722846,0.7671957671957672,0.7328385899814471,0.6589147286821705
0.72,206,25,63,84,0.5714285714285714,0.8917748917748918,0.7706422018348624,0.7657992565055762,0.7671957671957672,0.7316017316017316,0.65625
0.725,208,23,63,84,0.5714285714285714,0.9004329004329005,0.7850467289719626,0.7675276752767528,0.7724867724867724,0.7359307359307359,0.6614173228346457
0.73,209,22,66,81,0.5510204081632653,0.9047619047619048,0.7864077669902912,0.76,0.7671957671957672,0.727891156462585,0.648
0.735,210,21,66,81,0.5510204081632653,0.9090909090909091,0.7941176470588235,0.7608695652173914,0.7698412698412699,0.7300556586270872,0.6506024096385542
0.74,211,20,68,79,0.5374149659863946,0.9134199134199135,0.797979797979798,0.7562724014336918,0.7671957671957672,0.7254174397031541,0.6422764227642277
0.7449999999999999,212,19,68,79,0.5374149659863946,0.9177489177489178,0.8061224489795918,0.7571428571428571,0.7698412698412699,0.7275819418676561,0.6448979591836734
